Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,7.927728999999999,8.019912,7.743363,7.835546000000001,6.108124,387100
2000-01-04,7.712635000000001,7.866273,7.712635000000001,7.774089999999999,6.060218,548200
2000-01-05,7.774089999999999,7.8970009999999995,7.774089999999999,7.804817999999999,6.084173000000001,222700
2000-01-06,7.774089999999999,7.835546000000001,7.712635000000001,7.804817999999999,6.084173000000001,511100
2000-01-07,7.804817999999999,8.019912,7.774089999999999,7.958456,6.203938,914300
2000-01-10,7.958456,8.112094,7.866273,8.019912,6.251846,2106000
2000-01-11,8.050639,8.050639,7.866273,7.866273,6.132078,580500
2000-01-12,7.989184,8.142822,7.743363,7.927728999999999,6.179985,908600
2000-01-13,8.050639,8.235005000000001,8.050639,8.112094,6.323703,312000
2000-01-14,8.17355,8.357916000000001,8.142822,8.142822,6.347658,401300
2000-01-18,8.17355,8.204277000000001,8.081367,8.081367,6.299752,681600
2000-01-19,7.8970009999999995,8.17355,7.8970009999999995,8.019912,6.251846,449500
2000-01-20,8.019912,8.112094,7.989184,8.081367,6.299752,677300
2000-01-21,8.050639,8.112094,7.927728999999999,8.019912,6.251846,1111400
2000-01-24,8.019912,8.112094,7.989184,8.019912,6.251846,1095500
2000-01-25,8.050639,8.081367,7.927728999999999,7.958456,6.203938,1067600
2000-01-26,8.019912,8.019912,7.8970009999999995,7.927728999999999,6.179985,1342000
2000-01-27,7.927728999999999,8.050639,7.8970009999999995,7.958456,6.203938,817700
2000-01-28,8.019912,8.019912,7.743363,7.743363,6.036265,649300
2000-01-31,7.866273,7.927728999999999,7.804817999999999,7.835546000000001,6.108124,455200
2000-02-01,7.866273,7.927728999999999,7.835546000000001,7.866273,6.132078,639700
2000-02-02,7.866273,7.8970009999999995,7.835546000000001,7.866273,6.132078,311800
2000-02-03,7.8970009999999995,8.357916000000001,7.866273,8.050639,6.280901999999999,642700
2000-02-04,8.081367,8.235005000000001,8.019912,8.17355,6.376793,2411500
2000-02-07,8.112094,8.235005000000001,7.989184,8.019912,6.256926999999999,1357100
2000-02-08,7.958456,8.480825999999999,7.927728999999999,7.927728999999999,6.185009,475100
2000-02-09,8.050639,8.17355,8.050639,8.142822,6.3528199999999995,359800
2000-02-10,8.112094,8.112094,7.8970009999999995,7.958456,6.208982,538400
2000-02-11,7.8970009999999995,7.927728999999999,7.774089999999999,7.774089999999999,6.0651459999999995,303700
2000-02-14,7.866273,7.866273,7.743363,7.804817999999999,6.089118,243500
2000-02-15,7.804817999999999,8.17355,7.804817999999999,8.17355,6.376793,582500
2000-02-16,8.050639,8.081367,7.866273,7.866273,6.137064,217600
2000-02-17,7.8970009999999995,9.156834,7.8970009999999995,8.327188,6.496657,2888300
2000-02-18,8.419371,8.603736999999999,8.050639,8.17355,6.376793,939500
2000-02-22,8.235005000000001,8.29646,8.019912,8.019912,6.256926999999999,529500
2000-02-23,8.019912,8.050639,7.743363,7.835546000000001,6.113090000000001,1203100
2000-02-24,7.958456,7.958456,7.497542,7.743363,6.041173000000001,829900
2000-02-25,7.743363,7.743363,7.65118,7.681908,5.993225,265800
2000-02-28,7.65118,7.835546000000001,7.589725,7.835546000000001,6.113090000000001,236400
2000-02-29,7.712635000000001,8.112094,7.712635000000001,8.112094,6.328848000000001,278900
2000-03-01,8.081367,8.29646,8.019912,8.29646,6.472683999999999,319500
2000-03-02,8.29646,8.419371,8.265733,8.29646,6.472683999999999,263000
2000-03-03,8.419371,8.603736999999999,8.357916000000001,8.388643,6.544605000000001,333400
2000-03-06,8.388643,8.542281,8.17355,8.327188,6.496657,321000
2000-03-07,8.204277000000001,8.388643,7.989184,7.989184,6.232957,192000
2000-03-08,8.050639,8.204277000000001,8.050639,8.142822,6.3528199999999995,340500
2000-03-09,7.989184,8.29646,7.989184,8.29646,6.472683999999999,233300
2000-03-10,8.29646,8.419371,8.17355,8.29646,6.472683999999999,361400
2000-03-13,8.112094,8.388643,8.112094,8.265733,6.44871,242500
2000-03-14,8.204277000000001,8.450097999999999,8.204277000000001,8.29646,6.472683999999999,206200
2000-03-15,8.29646,9.064651,8.204277000000001,8.849558,6.904196000000001,772300
2000-03-16,8.880285,9.771386,8.880285,9.402655000000001,7.335710000000001,1270200
2000-03-17,9.709931,10.201573,9.648475999999999,10.201573,7.959002000000001,1285700
2000-03-20,10.140118,10.447394000000001,9.98648,10.447394000000001,8.150787,706400
2000-03-21,10.478122,10.478122,10.078663,10.263028,8.006950999999999,953500
2000-03-22,10.232301,10.293756,10.047935,10.078663,7.863114,778000
2000-03-23,10.078663,10.416667,10.078663,10.385939,8.102839,970400
2000-03-24,10.385939,10.416667,10.017207,10.355211,8.078868,787400
2000-03-27,10.324484,10.324484,10.140118,10.263028,8.006950999999999,358800
2000-03-28,10.263028,10.293756,10.078663,10.140118,7.9110570000000004,521100
2000-03-29,10.140118,10.170846000000001,10.078663,10.10939,7.887084,317300
2000-03-30,10.10939,10.539577,10.078663,10.293756,8.030926,1125600
2000-03-31,10.324484,10.693214999999999,10.293756,10.662488,8.318602,569100
2000-04-03,10.570305000000001,10.601032,9.863569,10.140118,7.9110570000000004,997500
2000-04-04,10.385939,10.385939,9.648475999999999,9.648475999999999,7.527494,626100
2000-04-05,9.525565,10.263028,9.525565,10.078663,7.863114,936300
2000-04-06,10.170846000000001,10.263028,10.047935,10.047935,7.839142,398100
2000-04-07,10.078663,10.232301,10.047935,10.078663,7.863114,581900
2000-04-10,10.017207,10.170846000000001,9.955752,9.955752,7.767222,569500
2000-04-11,9.98648,9.98648,9.771386,9.802114,7.6473580000000005,518900
2000-04-12,9.832842,10.355211,9.832842,10.078663,7.863114,531900
2000-04-13,10.170846000000001,10.293756,10.10939,10.10939,7.887084,250400
2000-04-14,10.170846000000001,10.170846000000001,9.310472,9.371927000000001,7.311736,593900
2000-04-17,9.249017,9.3412,9.033923,9.156834,7.143925,651900
2000-04-18,9.156834,9.648475999999999,9.003196,9.648475999999999,7.527494,540600
2000-04-19,9.525565,9.648475999999999,9.46411,9.556293,7.455574,292100
2000-04-20,9.525565,9.771386,9.402655000000001,9.648475999999999,7.527494,321800
2000-04-24,9.648475999999999,9.679203999999999,9.3412,9.3412,7.287764,259300
2000-04-25,9.46411,9.587021,9.3412,9.494838,7.407628,615700
2000-04-26,9.46411,9.46411,9.218289,9.249017,7.215847,275400
2000-04-27,9.3412,9.3412,9.218289,9.310472,7.263791,303900
2000-04-28,9.3412,9.371927000000001,8.94174,9.156834,7.143925,622200
2000-05-01,9.218289,9.433382,9.218289,9.279744,7.239818,187700
2000-05-02,9.156834,9.249017,8.972468,9.003196,7.024061,361000
2000-05-03,8.911013,9.279744,8.788102,9.033923,7.053039,725100
2000-05-04,8.972468,9.279744,8.972468,9.095379,7.101021,319700
2000-05-05,8.972468,9.249017,8.972468,9.249017,7.220967999999999,540800
2000-05-08,9.187561,9.187561,8.81883,8.849558,6.909101,363500
2000-05-09,8.911013,9.187561,8.849558,8.911013,6.95708,885000
2000-05-10,9.003196,9.003196,8.603736999999999,8.603736999999999,6.717183,443400
2000-05-11,8.726647,9.279744,8.726647,9.095379,7.101021,519500
2000-05-12,9.156834,9.402655000000001,8.94174,9.218289,7.19698,316100
2000-05-15,9.095379,9.310472,8.94174,9.310472,7.268949,233500
2000-05-16,9.310472,9.494838,9.156834,9.46411,7.388899,394200
2000-05-17,9.3412,9.494838,9.218289,9.3412,7.292938,482900
2000-05-18,9.279744,9.433382,9.156834,9.156834,7.148999000000001,316300
2000-05-19,8.849558,8.94174,8.603736999999999,8.849558,6.909101,501800
2000-05-22,8.972468,8.972468,8.542281,8.849558,6.909101,226200
2000-05-23,8.726647,8.788102,8.573008999999999,8.726647,6.813141000000001,194700
2000-05-24,8.81883,9.310472,8.726647,9.187561,7.172989,670200
2000-05-25,9.310472,9.494838,9.156834,9.156834,7.148999000000001,897400
2000-05-26,9.279744,9.279744,8.880285,9.003196,7.0290479999999995,181200
